air_date	show_number	category	value	question	answer
2004-05-06	4539	10-, 11- & 12-LETTER WORDS	2000	It's a list of the sources you used when writing a research paper	a bibliography
2004-05-06	4539	INVENTIONS	0	11-year-old Frank Epperson invented this by accident when his fruit drink froze after being left outside overnight	the popsicle
2004-05-05	4538	FRANKLIN, BEN FRANKLIN	200	In October 1723 Franklin arrived in this city that would be his home base for the rest of his life	Philadelphia
2004-05-05	4538	FRANKLIN, BEN FRANKLIN	400	Ben Franklin, on top of things as always, suggested this seasonal clock change system back in 1784	daylight savings time
2004-05-05	4538	FRANKLIN, BEN FRANKLIN	600	In 1744 Franklin was really cookin' when he invented a cast-iron one of these that you could install in your fireplace	a stove
2004-05-05	4538	FRANKLIN, BEN FRANKLIN	800	"Joseph Priestley was so ""charged"" after meeting Ben, he wrote ""The History and Present State of"" this phenomenon"	electricity
2004-05-05	4538	PARTS OF THE WHOLE	200	Frame,pedals,handlebars	a bicycle
2004-05-05	4538	PARTS OF THE WHOLE	400	End zones,50-yard line,goalposts	a football field
2004-05-05	4538	PARTS OF THE WHOLE	600	Operating system,central processing unit,mouse	a computer
2004-05-05	4538	PARTS OF THE WHOLE	800	Clothes basket, temperature selector, agitator	the washing machine
2004-05-05	4538	PARTS OF THE WHOLE	1000	Cylinders,crankshaft,pistons	a car engine
2004-05-05	4538	THE SOUTH OF...	200	Tucson, the second-largest city in this state, is about 100 miles south of its largest city, Phoenix	Arizona
2004-05-05	4538	THE SOUTH OF...	400	The South Side of this city is where the White Sox call home	Chicago
2004-05-05	4538	THE SOUTH OF...	1000	"The region of Calabria occupies the ""toe"" of this nation; Apulia, the ""heel"" (& Tuscany, the thigh)"	Italy
2004-05-05	4538	THE SOUTH OF...	800	"Wallabies & wombats abound in the state called ""South"" this country"	Australia
2004-05-05	4538	THE SOUTH OF...	1000	Oslo is in the south of this country whose north is above the Arctic circle	Norway
2004-05-05	4538	SPORTS	200	In this game, an entry sport to baseball, the batter hits the ball that rests atop a tube	T-ball
2004-05-05	4538	SPORTS	400	(Sofia of the Clue Crew strolls down the lane at the Nat'l Bowling Stadium in Reno, NV--& screws up.) Oops--in bowling, it's the one place you don't wanna throw your ball	the gutter
2004-05-05	4538	SPORTS	600	It's the sport played professionally by Andre Agassi	tennis
2004-05-05	4538	SPORTS	800	What the Europeans call association football, we call this	soccer
2004-05-05	4538	SPORTS	1000	In golf it's the proper word to yell when your ball is headed toward another player	fore
2004-05-05	4538	THINGS TO DO WITH CARROTS	200	"Have your mom cut your carrots into these for your lunchbox & you can play a ""pick up"" game with them"	sticks
2004-05-05	4538	THINGS TO DO WITH CARROTS	400	A man named Mel Blanc crunched carrots while providing the voice of this carrot-loving rabbit	Bugs Bunny
2004-05-05	4538	THINGS TO DO WITH CARROTS	600	"In February 1999 people in Bethel, Maine made one 113 feet tall with an 8-foot-long ""carrot"" nose"	a snowman
2004-05-05	4538	THINGS TO DO WITH CARROTS	800	This popular dessert is usually topped with a cream cheese frosting	carrot cake
2004-05-05	4538	THINGS TO DO WITH CARROTS	1000	Carrots go into one version of this side dish, shredded cabbage & a mayonnaise-based sauce	cole slaw
2004-05-05	4538	"BEGINS & ENDS IN ""D"""	200	Father	dad
2004-05-05	4538	"BEGINS & ENDS IN ""D"""	400	A feat or exploit; usually a praiseworthy act	a deed
2004-05-05	4538	"BEGINS & ENDS IN ""D"""	600	This term refers to a bomb or explosive that fails to detonate	dud
2004-05-05	4538	"BEGINS & ENDS IN ""D"""	800	"""Wiener Dogs on Parade"", featuring this breed, is a part of Ashland, Oregon's annual 4th of July parade"	a dachshund
2004-05-05	4538	"BEGINS & ENDS IN ""D"""	1000	This shepherd's name appears more than 1,000 times in the Old & New Testaments	David
2004-05-05	4538	CHARACTERS IN BOOKS	400	"He's ""You-know-who"", the evil wizard, ""He-who-must-not-be-named"" in the Harry Potter books"	Lord Voldemort
2004-05-05	4538	CHARACTERS IN BOOKS	800	A favorite of early readers, he's the beloved oversized pet seen here	Clifford (the Big Red Dog)
2004-05-05	4538	CHARACTERS IN BOOKS	1200	With a little imagination & his purple crayon, he can go anywhere: the circus, even outer space	Harold
2004-05-05	4538	CHARACTERS IN BOOKS	1600	A monkey named Mr. Nilsson often rides on the shoulder of this freckle-faced orphan with crazy red pigtails	Pippi Longstocking
2004-05-05	4538	CHARACTERS IN BOOKS	2000	Felicity, a Colonial lass, & Addy, who escaped slavery, are 2 of the delightful females in this book series	American Girl
2004-05-05	4538	BOARD GAMES	400	"It's the board game in which you could be ordered to ""Go directly to jail, do not pass go, do not collect $200"""	Monopoly
2004-05-05	4538	BOARD GAMES	800	"It's the popular game invented in 1948, and what do you mean ""Trebek"" isn't allowed?"	Scrabble
2004-05-05	4538	BOARD GAMES	1200	"In this ""Checkers"" game, the board is a 6-pointed star, & every player starts with 10 marbles"	Chinese checkers
2004-05-05	4538	BOARD GAMES	1600	The object of this game with a 4-letter name is to occupy every country & thus conquer the world	Risk
2004-05-05	4538	BOARD GAMES	2000	(Sofia of the Clue Crew reads before she plays a fast game of chess with Jimmy.) We've only got 5 minutes each to make all our moves in this game with a two-word name	speed chess
2004-05-05	4538	U.S. GOVERNMENT	400	Ratified in 1971, the 26th amendment to the Constitution lowered the voting age to this	18
2004-05-05	4538	U.S. GOVERNMENT	800	With 53 congressmen, this state has more representatives in the house than any other	California
2004-05-05	4538	U.S. GOVERNMENT	2000	A plow is depicted on the seal of this cabinet department created in 1862	the Department of Agriculture
2004-05-05	4538	U.S. GOVERNMENT	1600	In 1917 the people of this U.S. commonwealth in the Caribbean became naturalized citizens	Puerto Rico
2004-05-05	4538	U.S. GOVERNMENT	2000	The Supreme Court has a Chief Justice & this many associate justices	8
2004-05-05	4538	MALL OF AMERICA	400	"First off, maybe you & Mom should get a comfortable pair of sneakers from the ""Kids"" & ""Lady"" divisions of this store"	Foot Locker
2004-05-05	4538	MALL OF AMERICA	800	For lunch, drop by the Rainforest Cafe or grab a Whopper from this fast food chain	Burger King
2004-05-05	4538	MALL OF AMERICA	1200	At Cereal Adventure, you'll go cuckoo for the Chocolate Canyon attraction named for this cereal	Cocoa Puffs
2004-05-05	4538	EXPLORERS	400	After moving to Spain in 1485 he used Colon, the Spanish version of his name	Columbus
2004-05-05	4538	EXPLORERS	800	In May 1953 Edmund Hillary was on top of the world, or at least on top of this highest mountain	Mount Everest
2004-05-05	4538	EXPLORERS	1200	Falsely accused of treason, this discoverer of the Pacific Ocean was beheaded in 1519	Balboa
2004-05-05	4538	EXPLORERS	3000	In 1514 this explorer received a royal commission to colonize Florida	Ponce de León
2004-05-05	4538	EXPLORERS	2000	Yes, Sir!  This Englishman seen here, who completed a round-the-world voyage, was knighted in 1581	Sir Francis Drake
2004-05-05	4538	VOCABULARY TEST	400	The word hankie is short for this; now wipe your nose	handkerchief
2004-05-05	4538	VOCABULARY TEST	800	Rearrange the letters in adobe to come up with this word for a home	abode
2004-05-05	4538	VOCABULARY TEST	1200	Pronounced one way, it's an injury; pronounced another, it can mean turned & tightened, like certain clocks	wound
2004-05-05	4538	VOCABULARY TEST	1600	It can mean to scrape the surface of the skin, or to feed out in the pasture	graze
2004-05-05	4538	VOCABULARY TEST	2000	Spelled differenty, it can be a daisy, or a baking ingredient	flower
2004-05-05	4538	CLASSIC MOVIES	0	A 35-foot-long muslin stocking was used to create the cyclone for this 1939 film	The Wizard of Oz
2004-05-04	4537	THE AMERICAN REVOLUTION	200	During the war General Thomas Conway suggested that this man be replaced as commander-in-chief	George Washington
2004-05-04	4537	THE AMERICAN REVOLUTION	400	"The first of the Intolerable Acts closed this city's harbor as retribution for a certain ""Party"""	Boston
2004-05-04	4537	THE AMERICAN REVOLUTION	600	His signature on the Declaration of Independence is the largest of the 56	John Hancock
2004-05-04	4537	THE AMERICAN REVOLUTION	1000	While commander at West Point, he met with British major John Andre to plot the surrender of the fort	Benedict Arnold
2004-05-04	4537	THE AMERICAN REVOLUTION	1000	"At this June 17, 1775 battle, the patriots were ordered not to ""fire until you see the whites of their eyes"""	Bunker (or Breed's) Hill
2004-05-04	4537	BEASTLY COMMON BONDS	200	Chow,akita,collie	dogs
2004-05-04	4537	BEASTLY COMMON BONDS	400	Polar,brown,grizzly	bears
2004-05-04	4537	BEASTLY COMMON BONDS	600	Mako,hammerhead,great white	sharks
2004-05-04	4537	BEASTLY COMMON BONDS	800	Golden,bald,white-tailed	eagles
2004-05-04	4537	BEASTLY COMMON BONDS	1000	Green tree,bull,Goliath	frogs
2004-05-04	4537	BIBLE BASICS	200	The Old Testament ends with the book of Malachi & starts with this book	Genesis
2004-05-04	4537	BIBLE BASICS	400	In the Bible she's created from a man's rib	Eve
2004-05-04	4537	BIBLE BASICS	600	In his own book, this Hebrew prophet is swallowed by a great fish & coughed up 3 days later	Jonah
2004-05-04	4537	BIBLE BASICS	800	The 4 gospels of the New Testament	Matthew, Mark, Luke & John
2004-05-04	4537	BIBLE BASICS	1000	One popular version of the Bible is the one completed in 1611 & named after this English king	James
2004-05-04	4537	WHAT A GIRL WANTS	200	...a set of pom-poms so she can practice being one of these, right in her bedroom -- go team!	cheerleader
2004-05-04	4537	WHAT A GIRL WANTS	400	"...""Justified"", the debut solo album from this 'N Sync artist"	Justin Timberlake
2004-05-04	4537	3-LETTER WORDS	200	Before a race you might hear Ready...this...Go!!!	Set
2004-05-04	4537	3-LETTER WORDS	400	It's what you do when you put 2 + 2 together, or 1 + 1 for that matter	add
2004-05-04	4537	3-LETTER WORDS	600	"It's where people go to ""work out"""	gym
2004-05-04	4537	3-LETTER WORDS	800	It's the main ingredient in a candle	wax
2004-05-04	4537	3-LETTER WORDS	1000	In tennis, it's a high, arcing shot that ideally lands in play behind your opponent	lob
2004-05-04	4537	READING RAINBOW	200	"Viewers of my show, ""Reading Rainbow"", got all wrapped up in Aliki's book about ""Mummies Made in"" this country"	Egypt
2004-05-04	4537	READING RAINBOW	400	"In ""The Paper Crane"" by Molly Bang, a paper bird made from this art form magically comes to life"	origami
2004-05-04	4537	READING RAINBOW	600	A little brown bat who is raised among birds shines bright in this modern classic	Stellaluna
2004-05-04	4537	READING RAINBOW	800	In a Grimms' fairy tale, this strange little man helps a miller's daughter spin straw into gold	Rumpelstiltskin
2004-05-04	4537	READING RAINBOW	1000	"In ""Meanwhile Back at the Ranch"", Elna Hicks starts to dig for potatoes & gets rich by striking this liquid"	oil
2004-05-04	4537	EUROPEAN CAPITALS	400	Most of this capital's drinking water comes from the Thames River with smaller amounts from the River Lee	London
2004-05-04	4537	EUROPEAN CAPITALS	800	Inhabitants of this European capital are called Madrilenos	Madrid
2004-05-04	4537	EUROPEAN CAPITALS	4000	After World War II, this city was divided into 4 occupation zones: American, British, French & Russian	Berlin
2004-05-04	4537	EUROPEAN CAPITALS	1600	The column of King Sigismund in this Polish city honors the king who moved the capital there from Krakow in 1596	Warsaw
2004-05-04	4537	EUROPEAN CAPITALS	2000	Romania's capital, Bucharest, is not to be confused with this capital of Hungary	Budapest
2004-05-04	4537	INCREDIBLE EDIBLES	400	"One recipe for making these chocolate-covered insects begins by saying, ""Catch"" them ""at a Picnic Site"""	ants
2004-05-04	4537	INCREDIBLE EDIBLES	800	"The book ""Fashionable Food"" says the worst salad of the 1920s contained bananas & this movie theatre snack"	popcorn
2004-05-04	4537	INCREDIBLE EDIBLES	1200	"Eek!  We found a recipe for gumbo that calls for the diamondback type of this ""noisy"" snake"	rattlesnake
2004-05-04	4537	INCREDIBLE EDIBLES	3000	Don't tell Pumbaa that the Carnivore Restaurant in Nairobi has served the meat of this bumpy-headed African pig	warthog
2004-05-04	4537	INCREDIBLE EDIBLES	2000	The World Ency. of Food says that the orb-weaving type of this arachnid is sometimes eaten in Thailand	spider
2004-05-04	4537	THE BUSH FAMILY TREE	400	Before he was president George H.W. Bush served as U.S. ambassador to this organization from 1971 to 1973	the United Nations
2004-05-04	4537	THE BUSH FAMILY TREE	800	She & Barbara are the twin daughters of Laura Bush	Jenna
2004-05-04	4537	THE BUSH FAMILY TREE	1200	Neil Bush's daughter Lauren has worked as one of these for the likes of Tommy Hilfiger & Harry Winston	model
2004-05-04	4537	ACTORS & ACTRESSES	400	Emma Watson made her acting debut as this bookish friend of Harry Potter	Hermione Granger
2004-05-04	4537	ACTORS & ACTRESSES	800	"Ian Holm plays this older hobbit in the first ""Lord of the Rings"" film"	Bilbo Baggins
2004-05-04	4537	ACTORS & ACTRESSES	1200	"This ""Sabrina"" star has a production compay called Heartbreak Films"	Melissa Joan Hart
2004-05-04	4537	ACTORS & ACTRESSES	1600	"Jinkies!  It wasn't too much of a stretch for him to play Fred in the ""Scooby-Doo"" movies"	Freddie Prinze Jr.
2004-05-04	4537	ACTORS & ACTRESSES	2000	He's the Nick star seen here	Nick Cannon
2004-05-04	4537	MUSICAL INSTRUMENTS	400	Sometimes part of an orchestra, it's the heavenly instrument heard here	harp
2004-05-04	4537	MUSICAL INSTRUMENTS	800	The name of this instrument can also refer to a body part	organ
2004-05-04	4537	MUSICAL INSTRUMENTS	1200	You might hear this instrument when visiting Honolulu	ukulele
2004-05-04	4537	MUSICAL INSTRUMENTS	1600	A wandering minstrel could make good use of this handheld percussion instrument heard here	tambourine
2004-05-04	4537	THIS CATEGORY IS ABBREVIATED	400	A metric unit of length:cm	centimeter
2004-05-04	4537	THIS CATEGORY IS ABBREVIATED	800	A U.S. state:MT	Montana
2004-05-04	4537	THIS CATEGORY IS ABBREVIATED	1200	An arcade game that keeps your feet moving:DDR	Dance Dance Revolution
2004-05-04	4537	THIS CATEGORY IS ABBREVIATED	1600	Sunlight rays:UV	ultraviolet
2004-05-04	4537	THIS CATEGORY IS ABBREVIATED	2000	"A ""chronological"" region on the U.S. West Coast:PST"	Pacific Standard Time
2004-05-04	4537	GEOGRAPHIC TERMS	0	Florida is one of these, Michigan is made up of several & Alaska is the biggest one in the Americas	peninsula
2004-05-03	4536	NEW ZEALAND	200	"Our winter is New Zealand's summer, so this man they call ""Father Christmas"" swelters in his traditional getup"	Santa Claus
2004-05-03	4536	NEW ZEALAND	400	In the Maori language, waka is this type of boat of which Maoris were master builders	canoe
2004-05-03	4536	NEW ZEALAND	600	Hawaiians call the 48 contiguous states this; it's also what New Zealanders call South Island	the mainland
2004-05-03	4536	NEW ZEALAND	800	A New Zealand government building is known as this, for the insect structure it resembles	"""the beehive"""
2004-05-03	4536	WOULD YOU LIKE A BEVERAGE?	200	At lunch counters in the U.S., this beverage is sometimes called moo or moo-juice	milk
2004-05-03	4536	WOULD YOU LIKE A BEVERAGE?	400	Combine root beer & ice cream & you've created one of these beverages	root beer float
2004-05-03	4536	WOULD YOU LIKE A BEVERAGE?	600	"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA"	Gatorade
2004-05-03	4536	WOULD YOU LIKE A BEVERAGE?	800	One of the world's most popular beverages is this drink made by boiling certain shredded leaves in water	tea
2004-05-03	4536	WOULD YOU LIKE A BEVERAGE?	1000	When topped with foam, the espresso type of this beverage becomes a cappuccino	coffee
2004-05-03	4536	MUSIC CLASS	200	It's the 2-word term for a country's official patriotic song	national anthem
2004-05-03	4536	MUSIC CLASS	400	"Related to jazz, this ""colorful"" style of music, typically sad & slow, is often accompanied by harmonica"	the blues
2004-05-03	4536	MUSIC CLASS	600	In a symphony orchestra the 4 main groups of instruments are strings, woodwinds, percussion & this	brass
2004-05-03	4536	MUSIC CLASS	800	It's an interval of 8 successive notes on the scale; C to C, for example	octave
2004-05-03	4536	MUSIC CLASS	1000	He's the composer of the famous march performed here by Grambling University's Tiger Marching Band	John Philip Sousa
2004-05-03	4536	MOTHER GOOSE	200	Old King Cole called for his pipe, his bowl & 3 of these musicians	his fiddlers
2004-05-03	4536	MOTHER GOOSE	400	In later verses, this title woman goes to the alehouse, the tavern & the cobbler, all for her poor dog	Old Mother Hubbard
2004-05-03	4536	MOTHER GOOSE	600	"""Jack Sprat could eat no fat, his wife could eat no"" this; together ""they licked the platter clean"""	lean
2004-05-03	4536	MOTHER GOOSE	800	"""Mary, Mary quite contrary, how does your garden grow?  With silver bells and"" these, ""and pretty maids all in a row"""	cockle shells
2004-05-03	4536	RIGHT ON THE MONEY	200	The Illinois commemorative quarter depicts the skyline of this, the state's largest city	Chicago
2004-05-03	4536	RIGHT ON THE MONEY	400	You're looking at the back of a U.S. bill; on its face, you'll see the face of this president	(Thomas) Jefferson
2004-05-03	4536	RIGHT ON THE MONEY	600	1 of 2 non-presidents on the front of U.S. paper currency in general circulation	Ben Franklin or Alexander Hamilton
2004-05-03	4536	RIGHT ON THE MONEY	800	This cabinet department's seal appears on all U.S. paper currency	Treasury
2004-05-03	4536	RIGHT ON THE MONEY	1000	"A ""D"" on U.S. coins indicates the coin was minted in Denver; a ""P"", this city"	Philadelphia
2004-05-03	4536	DOUBLE A, B, Cs	200	I'm this, you're glue, everything you say bounces off me & sticks to you	rubber
2004-05-03	4536	DOUBLE A, B, Cs	400	Last name of the comic page character seen here	Drabble
2004-05-03	4536	DOUBLE A, B, Cs	600	"If you hear laughter, you may be hearing this son of Abraham & Sarah whose name means ""laughter"""	Isaac
2004-05-03	4536	DOUBLE A, B, Cs	1200	Your parents hate it when you're this, meaning unreasonably obstinate	stubborn
2004-05-03	4536	DOUBLE A, B, Cs	1000	You use this mark to denote which syllable is stressed	accent
2004-05-03	4536	D.C.'IN YOU	400	On September 9, 1983 a petition was submitted to Congress asking that the district be made this	a state
2004-05-03	4536	D.C.'IN YOU	800	"(Cheryl of the Clue Crew)  The White House has been known as this ""Mansion"", also the branch of our government that works here"	Executive
2004-05-03	4536	D.C.'IN YOU	1200	The NSO, the National Symphony Orchestra, has been playing at this center since 1971, the year it opened	the Kennedy Center
2004-05-03	4536	D.C.'IN YOU	1600	In 1846 the District of Columbia gave back about 30 square miles of its area to this state	Virginia
2004-05-03	4536	D.C.'IN YOU	2000	Get off the Metro at Farragut North to visit this society's Explorers Hall	the National Geographic Society
2004-05-03	4536	ASTRONOMY	400	"A galactic cluster known as the Pleiades is in this constellation known as ""The Bull"""	Taurus
2004-05-03	4536	ASTRONOMY	800	In 1610 Galileo became the first to find other moons when he saw moons orbiting this giant planet	Jupiter
2004-05-03	4536	ASTRONOMY	1200	In 1705 this English astronomer predicted the 1758 return of the comet now named for him	Edmond Halley
2004-05-03	4536	ASTRONOMY	2000	In 1905 Percival Lowell began a search for this planet, which was discovered in 1930, 14 years after his death	Pluto
2004-05-03	4536	ASTRONOMY	2000	Around 2700 B.C. Thuban was the North Star; today, this is the North Star	Polaris
2004-05-03	4536	GRAB BAG	400	The Megabite, which set a world record in 1997 for the largest one of these flown, was 210 feet long including the tails	a kite
2004-05-03	4536	GRAB BAG	800	It's the only even prime number	2
2004-05-03	4536	GRAB BAG	1200	This Jewish festival begins on the eve of the 25th day of Kislev, which in 2004 is December 8, & lasts 8 days	Hanukkah
2004-05-03	4536	GRAB BAG	1600	It's the drawer in a refrigerator for storing vegetables, or how it should make your vegetables sound	crisper
2004-05-03	4536	GRAB BAG	2000	This country's official name is Bundesrepublik Deutschland	Germany
2004-05-03	4536	HISTORIC KIDS	400	"Discovered as a child by P.T. Barnum, tiny 25"" tall Charles Stratton became known as Tom this"	Tom Thumb
2004-05-03	4536	HISTORIC KIDS	800	He was only 9 or 10 when he became Egypt's pharaoh sometime around 1348 B.C.	King Tut
2004-05-03	4536	HISTORIC KIDS	1200	John Smith said that this girl was about 10 when he met her in 1607 (she looked a little older in the Disney movie)	Pocahontas
2004-05-03	4536	HISTORIC KIDS	1600	When he became the heir to the English throne at age 10, he probably had no idea he'd get married 6 times	Henry VIII
2004-05-03	4536	HISTORIC KIDS	3000	In 1815, at age 6, this future writer of scary stories moved to Great Britain with his foster family, the Allans	Edgar Allan Poe
2004-05-03	4536	THE SMALLEST IN AREA	400	France,Spain,Portugal	Portugal
2004-05-03	4536	THE SMALLEST IN AREA	800	Panama,Brazil,Argentina	Panama
2004-05-03	4536	THE SMALLEST IN AREA	1200	Austria,Russia,Italy	Austria
2004-05-03	4536	THE SMALLEST IN AREA	1600	Alaska,Florida,California	Florida
2004-05-03	4536	THE SMALLEST IN AREA	2000	China,Japan,South Korea	South Korea
2004-05-03	4536	YOU NEED A TIME OUT	400	A type of time out that sounds like what a puppy has 4 of	pause
2004-05-03	4536	YOU NEED A TIME OUT	800	"This word for a period of time away from work or school comes from the Latin word for ""to be empty"""	vacation
2004-05-03	4536	YOU NEED A TIME OUT	1200	(Sarah of the Clue Crew on the Yucatan Peninsula)  In Mexico, a small store may close during early afternoon because the owner is taking a nap, called this	siesta
2004-05-03	4536	YOU NEED A TIME OUT	1600	This single word for a time out implies that you take the time to inhale & exhale	a breather
2004-05-03	4536	YOU NEED A TIME OUT	2000	"A phrase meaning ""stop shouting"" got combined into this word for a truce in combat"	ceasefire
2004-05-03	4536	THE WESTERN U.S.	0	2 popular places for swimming in this national park are in Firehole Canyon & at Boiling River	Yellowstone
2004-02-20	4485	AFRICAN-AMERICAN FIRSTS	200	In December 1993 Toni Morrison became the first African-American woman awarded this international literature prize	the Nobel Prize
2004-02-20	4485	AFRICAN-AMERICAN FIRSTS	400	In October 1967 Thurgood Marshall was sworn in as the first African-American one of these	Supreme Court justices
2004-02-20	4485	AFRICAN-AMERICAN FIRSTS	600	W.E.B. Du Bois was the first African-American to earn a doctorate from this prestigious Massachusetts university	Harvard
2004-02-20	4485	AFRICAN-AMERICAN FIRSTS	800	In 1977 Andrew Young became the first African-American to serve as U.S. ambassador to this body	the U.N. (United Nations)
2004-02-20	4485	AFRICAN-AMERICAN FIRSTS	1000	In 1978 this escaped slave became the first African-American woman honored on a U.S. postage stamp	Harriet Tubman
2004-02-20	4485	TRL	200	"(Sarah leads us off from the studios of MTV's TRL.)  She said of her hit, ""So Yesterday"", ""When I heard it for the first time on the radio, I was freaking out""""So yesterday, so yesterday; I'm just a bird that's already..."""	Hilary Duff
2004-02-20	4485	TRL	400	"(Sarah continues our tour down TRL memory lane.) This colorful artist's video, ""Trouble"", was shot on the same location as ""Little House on the Prairie"". Check it out...""In my own town; I'm trouble, yeah, trouble now..."""	Pink
2004-02-20	4485	TRL	600	"(Sarah takes us on another stop on TRL Street.) Our Christina Aguilera video is a track on this 2002 CD, also the name of her world tour:""I am beautiful; no matter what they say..."""	"""Stripped"""
2004-02-20	4485	TRL	800	"(We now return you to Sarah in the TRL studios in New York.) Once a backup singer for the likes of Faith Evans and Puff Daddy, she's hit 'em up good ever since. Take a look... ""From the crib to the ride and the clothes; so you better let him know..."""	Blu Cantrell
2004-02-20	4485	TRL	1000	"(Sarah wraps things up from New York and TRL.) This next band got its name from a character in an ""X-Files"" episode:""Think twice before you touch my girl; come around, come around no more..."""	Eve 6
2004-02-20	4485	CONSTELLATION REPRESENTATION	200	This mythic strongman gets the fifth-largest constellation	Hercules
2004-02-20	4485	CONSTELLATION REPRESENTATION	400	Pictor is this, a painter's stand	an easel
2004-02-20	4485	CONSTELLATION REPRESENTATION	600	Sagittarius is the archer; Sagitta is this	the arrow
2004-02-20	4485	CONSTELLATION REPRESENTATION	800	Zodiac constellation illustrated here	Gemini
2004-02-20	4485	CONSTELLATION REPRESENTATION	1000	Virgo is a maiden; Monoceros is this mythical beast that represents maidenhood	a unicorn
2004-02-20	4485	HELOISE'S HINTS FOR TEENS	200	Gum stuck to your shirt? Stick the shirt in this to harden the gum, then use a credit card to scrape it off	the freezer
2004-02-20	4485	HELOISE'S HINTS FOR TEENS	400	Get decorative by gluing stray buttons on these items that hold things to your bulletin board	pushpins (or tacks)
2004-02-20	4485	HELOISE'S HINTS FOR TEENS	600	Brewed bags of the chamomile type of this can soothe skin that's been irritated by the sun, but cool them first	tea
2004-02-20	4485	HELOISE'S HINTS FOR TEENS	800	The cider type of this salad dressing ingredient is a perfect addition to a soothing bath	vinegar
2004-02-20	4485	HELOISE'S HINTS FOR TEENS	1000	Hey, pet owners; this clay-based product can help soak up grease spots in the garage	kitty litter
2004-02-20	4485	POLITICIANS	200	With an annual salary of $179,000, this state's George Pataki is the USA's highest-paid governor	New York
2004-02-20	4485	POLITICIANS	400	2 years after his brother was elected President, this senator from Massachusetts took office	Ted (or Edward) Kennedy
2004-02-20	4485	POLITICIANS	600	In 2000 this current Speaker of the House was inducted into the National Wrestling Hall of Fame	Dennis Hastert
2004-02-20	4485	POLITICIANS	800	This former Democratic running mate announced his candidacy for Presidency on January 13, 2003	Joe Lieberman
2004-02-20	4485	POLITICIANS	1000	This West Virginian, who's been in the Senate since 1959, was President Pro Tempore of the Senate twice	Robert Byrd
2004-02-20	4485	IN THE DICTIONARY	200	This word comes before duchy, canyon & slam	grand
2004-02-20	4485	IN THE DICTIONARY	400	Of a person who bowls, a small barrel or a noodle dish, what a kegler does	a person who bowls
2004-02-20	4485	IN THE DICTIONARY	600	It sounds like an illness, but it's the pipe through which smoke passes in a chimney	a flue
2004-02-20	4485	IN THE DICTIONARY	800	It can mean disgusting, or 12 dozen	gross
2004-02-20	4485	IN THE DICTIONARY	1000	Containing all 5 vowels, this 8-letter word means a feeling of well-being or elation	euphoria
2004-02-20	4485	CHEMISTRY	400	This particle adds to the mass of an atom, but not to the charge	a neutron
2004-02-20	4485	CHEMISTRY	800	Milk of magnesia has a value of about 10.5 on this scale, making it a base	the pH scale
2004-02-20	4485	CHEMISTRY	500	Term for a substance that causes or accelerates a chemical reaction without itself being affected	a catalyst
2004-02-20	4485	CHEMISTRY	1600	Usually, in a liquid solution, the less abundant substance is called the solute & the more abundant, this	a solvent
2004-02-20	4485	TEENS IN BOOKS	400	In chapter 3 of this novel, Jo thinks Laurie is going off to college, then finds out that he's only 15	"""Little Women"""
2004-02-20	4485	TEENS IN BOOKS	800	Chapter VI of this novel introduces us to shy 17-year old Melanie, who's in love with Ashley Wilkes	"""Gone with the Wind"""
2004-02-20	4485	TEENS IN BOOKS	1200	"""This Vast Land"" is the fictional diary of 19-year old George Shannon, a real member of this duo's corps of discovery"	Lewis & Clark
2004-02-20	4485	TEENS IN BOOKS	1600	In a novel by Oscar Wilde, teenage actress Sibyl Vane falls for this man, the subject of a strange portrait	Dorian Gray
2004-02-20	4485	TEENS IN BOOKS	2000	Rusty-James, whose brother is Motorcycle Boy, is the troubled hero of this teen classic by S.E. Hinton	"""Rumble Fish"""
2004-02-20	4485	GRAB BAG	400	"Completes the proverb ""Better safe than..."""	sorry
2004-02-20	4485	GRAB BAG	800	By definition, something 3-dimensional has width, height, & this	depth
2004-02-20	4485	GRAB BAG	1200	This company's name is short of Integrated Electronics	Intel
2004-02-20	4485	GRAB BAG	1600	In Thailand 95 percent of the people are of this religion	Buddhism
2004-02-20	4485	GRAB BAG	2000	In mythology he's Neptune's Greek equivalent	Poseidon
2004-02-20	4485	NATIONAL SITES	400	The Golden Spike historic site in this state commemorates the completion of the first transcontinental railroad	Utah
2004-02-20	4485	NATIONAL SITES	800	This island that was home to a notorious prison is part of the Golden Gate National Recreation Area in San Francisco	Alcatraz
2004-02-20	4485	NATIONAL SITES	1200	This D.C. national historic site is the only one that's also an active theater	Ford's Theatre
2004-02-20	4485	NATIONAL SITES	1600	Commemorating a 1965 civil rights march is the Selma to this city National Historic Trail in Alabama	Montgomery
2004-02-20	4485	NATIONAL SITES	2000	This state's only national memorial honors clergyman Roger Williams	Rhode Island
2004-02-20	4485	19th CENTURY AMERICA	400	This 1803 territorial acquisition from France doubled the area of the United States	the Louisiana Purchase
2004-02-20	4485	19th CENTURY AMERICA	800	On July 24, 1847 this Mormon leader & his party of 143 reached the Great Salt Lake Valley	Brigham Young
2004-02-20	4485	19th CENTURY AMERICA	1200	On October 22, 1819 the first boat travelled on this canal, from Rome to Utica, New York	the Erie Canal
